title,author (first last),author (last name),text,month,year,venue,edited by,form (if known),gender (if known),themes,second venue,published in (city),Magazine Type,Author Bio.
Our Leader,Catherine W. Fields,Fields,"GOD, Thou who doest all things well,
Come in our hearts once more to dwell,
Drive pain and woe and gloom away
By thoughts which uppermost should stay.
Submission sent by Thee divine
Through all our walks and ways to shine,
Now “Fill the ranks ’’ comes down the line,
Send zeal and power, O God divine.

Thy will it was to take our best. .
“My work is finished, let me rest ""
Our chieftain cried. The answer came
In sleep as quiet and the same
As that of chidhood. Only we
Distressèd are. He lives with Thee.

By fall of great men let there rise
Ardor and strength to make us wise
In works acceptable to Thee,
Till we thy glory, Lord, may see
In all the land around us spread,
Inall the paths that we now tread.

Thy power it is to rouse, awake,
By great men's deaths, the thoughts that make
Powers, latent, to the front arise.
And living men, whose strength now lies
At lowest ebb, may at thy call
Arouse with will to render all,
For noblest work, for highest aim,
For that which teaches us the same
Thyself has taught. “Who would be great
His brother serves.” Initiate
Some heart our leader's place to fill:
And in us, highest be thy will.",March,1910,Southern Workman,,,female,HBCU,,"Hampton, Virginia",Predom. Black,,,,,,,,,,,,,,,,,,
The Warmspring Indian Legend of the Fox and the Spirits,Lucien M. Lewis,Lewis,"In a cave deep in the forest,
Where the pines and hemlocks whisper,
Dwelt the crafty fox, Lute-si-ah,
And his lovely little daughter.
Years before the mother left him,
Left him sad and broken-hearted ;
With a farewell benediction,
Left him clinging to his offspring.
Just as Summer passed to Autumn,
When the leaves were tinged with yellow ;
When the ice in flowery crystals,
Formed on all the pools and shallows,
Came a sickness on the children,
Bringing death and desolation.
And Lute-si-ah's little daughter
Paled and sickened with the others;
Drooped her head and gently withered,
Like a rosebud in the Autumn.
Loud Lute-si-ah cried in anguish,
Cried until through all the forest,
Rang his bitter lamentation,
Like the soughing of the pine trees.
“Oh, my daughter | "" cried he, wildly,
“You have left me without warning,
Left me old and broken-hearted :
I will follow till I find you,
I will cross the magic river ;
I will seek the land of spirits,
Till I find and recognize you.”
Straightway then the fox departed
On his strange and awful journey,
Day and night he traveled onward,
Ever eastward still he traveled,
Till he came unto the heavens,
To the regions of the spirits,
To the magic river, Wun-ner.
Blue its waters were and turbid,
Swift and cruel swept its current,
Singing, as it rolled and thundered,
Notes of sadness and of warning.
No one yet e'er crossed that river,
Unless spirit forms had rowed them,
Spirit forms must lead and guide them
To the land of dreams and visions,
To their home of bliss eternal.
And the lark, the merry Whool-hool,
In her bosom held the secret
How to signal for the spirits,
How to lure them and entice them
From repose in realms celestial.
Loud and long Lute-si-ah pleaded
With the Whool-hool for her secret ;
Told her of his age and weakness,
Of his pain and bitter sorrow ;
How his eyes were weak with weeping,
How his heart was almost broken,
Longing, seeking for his daughter.
Vain was all Lute-si-ah's pleading,
Fruitless was his inquisition,
For the Whool-hool sang unheedi
Sang derisively unceasing.
Flamed Lute-si-ah's heart within him,
Flamed with anger and with cunning,
Smouldered like an unseen ember,
Till the east wind blew and fanned it
Silently he stalked the Whool-hool,
With a spring he seized and crushed her,
Broke her legs and left her lying
Helpless, bleeding by the river.
{{Now,” he cried, his anger cooling,
“I will dictate while you listen
You no longer can torment me,
You no longer can refuse me.
I will make you legs of alder,
Make them better far and longer ; .
Make them durable and firmer :
You must first reveal your secret
How to signal for the spirits,
How to lure them and entice them
From repose in realms celestial.”
Then the Whool-hool told her secret,
In exchange for legs of alder ;
Told Lute-si-ah, in the marshes,
He must find a wand of willow,
Then lie down beside the river,
Wave his wand and whisper softly
For the spirits to receive him.
When Lute-si-ah gave his signal,
Lay down close beside the river,
Waved his wand and whispered softly,
Thought intently of his daughter;
In a twinkling changed the landscape,
Like a shifting panorama.
There was neither sun nor moonlight,
There was neither dawn nor twilight ;
But a silvery sheen of splendor,
From an unseen source shone on him.
Calm and tranquil was the river,
As a sheeted lake in winter;
All the air was filled with music,
Filled with music and with fragrance.
While Lute-si-ah gazed enchanted
At this wondrous transformation,
From the shore across the river,
Came a boat of gold, all burnished
Like the setting sun in Autumn.
Spirit forms manned oar and paddle,
That were made of shining silver,
Set with jewels rare and costly.
Noiselessly the boat sped onward,
Glided straight across the river
Paused and waited for a moment,
Like a spectre in the water.
Without sound or salutation,
To Lute-si-ah, spirits beckoned,
Took him in the boat beside them,
Rowed him back across the river
To the land of dreams and visions,
To the region of the spirits.
There he found his little daughter,
Found and recognized her spirit,
Heard her voice and saw her image,
Listened to her childish prattle.
In the spirit world around him,
There were Indians from all nations ;
Spirits that had long departed,
Came and talked to him in whispers ;
Listened to his tale of sorrow,
Comforted and reassured him,
Sympathized, and thus consoled him.
“We are happy,” said the spirits,
“We are happy and contented,
But for good of all the red men,
That the tribes may live and prosper,
Be a strong and vigorous nation,
We will go back earthward with you :
All the dead in all the ages,
Will assemble there together,
Till so numerous will our race be,
That the earth will scarcely hold us.”
On Lute-si-ah's back were fastened
Magic parcels wrapped in deer skin;
He was rowed across the river,
And with careful admonition,
There was given his instructions.
“You will find,” the spirits told him,
“When you reach the land of living,
Five steep mountains and deep valleys,
That will try your strength and courage.
Keep your eye upon the summit,
Pause not on your homeward journey,
Look not at the parcels on you,
Till the fifth hill you've ascended,
Lest the magic spell be broken.
Look not backward, look not sidewise ;
Listen not to friend or stranger,
Who may tempt you with their questions,
With their vain and idle gossip.”
Steep and rocky were the mountains,
Long and tiresome were the valleys,
That the fox found on his journey,
As he plodded slowly homeward.
Eagerly he crossed the first hill,
Then the second and the third one ;
Crossed the fourth, although his burden
Sorely tempted and oppressed him.
On the final hill, the fifth one,
As Lute-si-ah labored upward,
Tisch, the beetle, overtook him,
Tisch, the lazy, idle dreamer,
Always asking foolish questions.
“Hold, my friend ” he droned out softly,
“Rest awhile beneath the pine tree;
Let us stop and talk together.
Tell me of your strange adventures;
What is in those hidden parcels,
That you stagger like a drunk man
2''
Then Lute-si-ah, lame and weary,
Weak and trembling 'neath his burden,
That grew heavier each moment,
Thought not
of
the spirits' warning,
Heeded not their words
of
caution ;
Sat down with the Tisch
togossip,
Opened up the magic parcels,
Lest his friend be disappointed,
•
When they opened
up the parcels,
Sudden darkness fell upon them ;
All the air was filled with music,
Filled with music and with fragrance.
Spirit voices whispered
tothem,
Whispered softly and
in
concert :
“Keep your eye upon the summit,
Look not backward ;
look not sidewise,
Listen not
tofriend
orstranger,
Who may tempt you with their questions,
With their vain and idle gossip.”
Once again the sun shone brightly,
Shone upon the hills and valleys;
Shone upon the fox and beetle,
Stricken dumb upon the hillside.
Gone were all the magic parcels,
Gone the music and the darkness ;
Gone were all the Indian spirits
To their home high in the heavens,
In the realms of the celestial",February,1910,Southern Workman,,,male,Native American,,"Hampton, Virginia",Predom. Black,,,,,,,,,,,,,,,,,,
Class Poem,Leroy E. Jones,Jones,"All hail with joy the senior class, the  class of 1910, 
For four long years we labored hard, - the Art Degrees to win, 
But though the prize is in our grasp and we have won the race 
Our  minds are filled with tender thoughts, as we leave this dear place. 

The boys now think of old Clark Hall in which they often slept. 
The girls look back on Miner Hall, where social hours were kept. 
They both recall the chapel dear, for there God's words were taught. 
And hear anew that splendid choir, whose music wonders wrought. 

We next review old football games, with Union, Lincoln, Shaw, 
How we did yell for our home tean, and fill the air with rahs, * 
We saw them hit and plow the line, we saw them cross the goal, 
And cheered them as they won each game, for they were brave and bold. 

Ah, those were joyous, thrilling times, when might and skill did meet, 
To see which team would honor win, and which would receive defeat. 
Should we not praise our own dear team, since it surpassed thêm all 
And plainly showed to all the world, that we could play football? 

The great debates dart through our minds, here brains were put to test. 
We met Atlanta, Lincohı, Fisk, who fought us with their best. 
But better still were those they met, who fought for Howard's cause. 
So each in turn received defeat, while we received applause. 

Does this not prove beyond all doubt that Howard holds first place. 
Among her sister colleges, which educate our race? 
Does this not show she's moving on to greater, grander things, 
That she will soon toward any school her fearful challenge fling? 

Try as we may we can't forget the social times we had. 
In company with our college friends who.made our poor hearts glad. 
How tender are those memories now, since we from them must part. 
And somewhere in this great wide world, our life anew to start. 

Our minds now drift to class room. work, where knowledge did abound, 
Alas, we see our store is small, as leaving day roll's round. 
But learning is not useful now, if it is not applied, 
So we will use our little bit in some field it's desired
. 
Some way, of course good teachers make, because they can instruct. 
Some lawyers and physicians be, since they possess the pluck, 
What course indeed the rest may take, I can't with ease foretell, 
But this I hope, whate'er it is, that they may do it well. 

For all of us in battle line must fight our way through life, 
The conflict often will be fierge, uncertain oft the strife, 
But we must stand' like ingot steel, without a groan or sigh, 
And execute our class motto, To conquer or to die. 

Our wandering minds return at last, the time draws near to leave, 
We must express our parting thanks for benefits received, 
Our parting words must then be said, to teachers, mates friends, and 
Ere we depart from these dear walls, and college days shall end. 

God bless our noble president, who by his earnest zeal, 
Has roused our latest energies, and opened up new fields. 
The Science Hall, the new Library, are products of his works, 
And what we need now is a gym, let us this task not shirk. 

All honor to our noble Deans, for they built up the school, 
And dedicated life and thought to students as a rule. 
We thank them more for what they, did to make our lives refined. 
Than what they taught of calculus and other stuff combined. 

Let praises ring for teachers now, for they our thoughts did mold. 
And anything not clear to us they gladly did unfold, 
Although their tests were difficult, and oft much thought required. 
We managed to get by them all, and now we're satisfied. 

The saddest thae of all has come, we bid class-mates farewell, 
May all of us lead useful, lives, and ignorance dispel, 
Good by, dear Alma Mater, you, we shall e'er defend, 
Whate'er we do; where'er we be, the class of 1910. 
",June,1910,Washington Bee,,,male,HBCU,,"Washington, DC",Predom. Black,,,,,,,,,,,,,,,,,,
The Vision,William Stanley Braithwaite,Braithwaite,"The Vision
By William Stanley Braithwaite

(McClure's Magazine for June.)

You are the vision, you are the image of the dream,
The voice among the stars, the silence in the stream;
A breath of the infinite poise, where space and time are spun,
And the circling orbits wheel their planets round the sun.
Beyond the outer margin where nothing calls to God
Leaps the fiery symbol to bloom wherever your feet have trod;
Here is the earth resurgent with color and bloom of spring,
Glorying the dream and the vision of the song you bring. 
",June,1911,McClure's,,Alexandrine,male,,The Crisis,New York,Predom. White,"https://en.wikipedia.org/wiki/William_Stanley_Braithwaite#:~:text=William%20Stanley%20Beaumont%20Braithwaite%20(December,in%20the%20early%2020th%20century.",,,,,,,,,,,,,,,,,
Joseph Pulitzer,W.E.B. Du Bois,Du Bois,"Softly, quite softly—
For I hear, above the murmur of the sea,
Faint and far-fallen footsteps, as of One
Who comes from out beyond the endless ends of Time,
With voice that downwar d looms thro' singing stars;
Its subtle sound I see thro' these long - darkened eyes,
I hear the Light He bringeth on his hands—
Almight  Death! Softly, oh, softly, lest he pass me by,
And that unquivering Light toward which my longing soul
And tortured body through these years have writhed,
Fade to the dun darkness of my days.

Softly, full softly, let me rise and greet
The strong, low luting of that long - awaited call;
Swiftly be all my good and going gone,
And this vast veiled and vanquished vigor of my soul
Seek somehow otherwhere its rest and goal,
Where endless spaces stretch,
Where endless time doth moan,
Where endless light doth pour
Thro ' the black kingdoms of eternal death.

Then haply I may see what things I have not seen,
Then I may know what things I have not known;
Then may I do my dreams!
Farewell! No sound of idle mourning let there be
To shudder this full silence—save the voice
Of children—little children, white and black,
Whispering the deeds I tried to do for them;
While I at last unguided and alone
Pass—softly, full softly.

— W. E. B. D . in the N. Y. World .
[The blind editor of the New York World died October 29, 1911, murmuring in German, ""Leise, ganz leise!"" His paper always treated  black folk fairly, in market contrast to most New York dailies.]",December,1911,The Crisis,W.E.B. Du Bois,Elegy,male,,New York World,New York,Predom. Black,https://www.poetryfoundation.org/poets/w-e-b-du-bois,,,,,,,,,,,,,,,,,
The Teacher,Leslie Pinckney Hill,Hill,"The Teacher

LORD, who am I to teach the way
To little children day by day,
So prone myself to go astray ?

I teach them knowledge, but I know
How faint they flicker and how low
The candles of my knowledge glow.

I teach them power to will and do,
But only now to learn anew
My own great weakness through and through .

I teach them love for all mankind
And all God's ceatures, but I find
My love comes lagging far behind.

Lord, if their guide I still must be,
Oh let the little children see
The teacher leaning hard on Thee.
",January,1911,The Crisis,W.E.B. Du Bois,,male,"Education, Religion",,New York,Predom. Black,https://scalar.lehigh.edu/african-american-poetry-a-digital-anthology/leslie-pinckney-hill-author-page,,,,,,,,,,,,,,,,,
The Heart's Desire,Robert W. Justice,Justice,"Float ever by me
In countless numbers,
Like waves in the mighty sea,
Strange faces of alien gaze,
Hurrying on to and from daily strife,
This way, and now that, yet all, all
Foreign, unfamiliar–still I stand and call 
In hushed breath, and wait for one
Who passeth by, never.
Yet I fear to leave my lonely place–
My watch-tower of delight where with me
Dwell Hope and Patience;
The one–sweet counseling voice–
Make days grow short, and I rejoice
When Patience laves my distressed soul
With reason and points to the goal
Where, though faint and dim,
I shall stand face to face,
And in love’s sweet embrace,
Fine and know My Heart's Desire.
",August,1911,The Crisis,W.E.B. Du Bois,,male,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Robert_W._Justice,,,,,,,,,,,,,,,,,
My Little Love Salome,L.A. Proctor,Proctor,"I have wander’d late and early to the spot I love so dearly,
Where the scent of honeysuckle mingles with the tender rose.
There the incense sweet and holy sheathing me, I dreaming only
While a subtle spell fast held me as the mist above me posted.
A sweet fragrance as of clover all around me seem’d to hover.
While a secret power charmed me and my senses idly roam’d.
Then a magic something shower’d and a halo ‘round me flowered
While I courted fancy notions of my little love Salome. 
I have faced from climates warmer, white and dusky wily charmers,
And I’ve watched their flirting eyelash and their actions blithe or shy
But withal their fetching manner did not charm me nor enamor,
I saw nothing in their graces that was pleasing to my eye.
But the rose to me so sweetly cooing, loving so discreetly,
Sends a summons of devotion ev’ry place that I may roam.
For she is a gem completely, clad in robes precise and neatly.
And the bond of love is lasting between me and sweet Salome. 
",May,1911,The Crisis,W.E.B. Du Bois,,male,,,New York,Predom. Black,,,,,,,,,,,,,,,,,,
In God's Gardens,W.E.B. Du Bois,Du Bois,"O mist-blown Lily of the north,
A-bnding southward in thy bloom,
And bringing beauty silver sown
And pale blue radiance of snows--

O fair white lily, bowin low,
Above the dream-swept poppy's mouth,
Athwart the black and crimson South--
Why dost thou fear--why dos thou fear? 

Lo! sense its sleep-sown subtle breath,
Where wheel in passioned whirl above
All lingering, luring love of love--
All perfume born of dole and deaht.

Cold ghost-wreathed Lily of the North,
When once thy dawning darkens there,
Come then with sunlight-sifted hair
And seek the haunting heaven of Night.

Where, over moon-mad shadows whirled,
The star-tanned mists dim swathe the sky
In phantasy to dream and die--
A wild sweetg wedding of the World. 
",April,1912,The Crisis,W.E.B. Du Bois,,male,,,New York,Predom. Black,https://www.poetryfoundation.org/poets/w-e-b-du-bois,,,,,,,,,,,,,,,,,
Rondeau,Jessie Fauset,Fauset,"When April's here and meadows wide 
Once more with spring's sweet growths are pied 
    I close each book, drop each pursuit, 
    And past the brook, no longer mute, 
I joyous roam the countryside.

Look, here the violets shy abide 
And there the mating robins hide—
    How keen my sense, how acute, 
      When April's here!

And list! down where the shimmering tide 
Hard by that farthest hill doth glide, 
    Rise faint strains from shepherd's flute, 
    Pan's pipes and Berecyntian lute. 
Each sight, each sound fresh joys provide 
      When April's here. 
",April,1912,The Crisis,W.E.B. Du Bois,Rondeau,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Jessie_R._Fauset,,,,,,,,,,,,,,,,,
Vision of a Lyncher,Leslie Pinckney Hill,Hill,"[Written for The Crisis and dedicated to His Excellency, the Governor of South Carolina.]

Once looked I into hell--'twas in a trance
Throughout a horrid night of soul-wrought pain;
Down through the pit I saw the burning plain,
Where writhed tortured swarm without one glance
Upward to earth or God. There in advance 
Of all the rest was one with lips profane
And murderous, bloody hands, marked to be slain
by peers that would not bear him countance.
'God,' cried I in my dream, 'what soul is he
Doomed thus to drain the utmost cup of fate,
That even the cursed of Tartarus expel?'
And the great Voice replied: 'The chastity
Of dear, confiding Law he raped; now Hate,
His own begotten, drives him forth from hell.""",January,1912,The Crisis,W.E.B. Du Bois,,male,"Lynching and Racialized Violence, Racism, Religion",,New York,Predom. Black,https://scalar.lehigh.edu/african-american-poetry-a-digital-anthology/leslie-pinckney-hill-author-page,,,,,,,,,,,,,,,,,
I Met A Little Blue-Eyed Girl,Bertha Johnston,Johnston,"A certain element in the South takes pains to rear the children of the family faithfully in the doctrines of Blease and Vardaman. 'A Negro had been lynched in the neighborhood,' said a recently returned traveler, 'and crowds went out to see what was left of his body. The people I was staying with went with the rest and took their children--all but one, who had been naughty and was kept home as a punishment.'

I met a little blue-eyed girl--
She said she was five years old;
'Your locket is very pretty dear;
And pray what may it hold?'
And then--my heart grew chill and sick--
The gay child did not flinch--
'I found it--the tooth of a colored man--
My father helped to lynch.'
'And what had he done, my fair-haired child?'
(Life and Death play a fearful game!)
'Oh, he did nothing--they made a mistake--
But they had their fun, just the same!'
",July,1912,The Crisis,W.E.B. Du Bois,Free Verse,female,"Interracial, Lynching and Racialized Violence",,New York,Predom. Black,https://www.framingham.edu/academics/henry-whittemore-library/special-collections-archives/finding-aids/people/bertha-johnston,,,,,,,,,,,,,,,,,
Here in the Time of the Winter Morn,William H.A. Moore ,Moore,"Here in the time of the Winter morn,
    Love.
I see the Sunlit leaves of changing hue
Burn clear against a sky of tender blue,
Here in the time of Winter morn,
    Love.
I hear the low tone bells of changing song
Ring clear upon the air the full day long,
Here in the time of Winter morn,
    Love.
I hear the bells, I see the changing leaves,
And one lone heart for Summer silent grieves,
Here in the time of Winter morn,
    Love. 
",January,1912,The Crisis,W.E.B. Du Bois,,male,,,New York,Predom. Black,https://poets.org/poet/william-moore,,,,,,,,,,,,,,,,,
Up! Sing the Song,James D. Corrothers,Corrothers,"I am a Negro, but I sing and sing,
   Burning with kiss divine that made me so.
   O brother mortal, likest to the snow,
Turn not in coldness from the song I bring,
But listen to my lyre's low murmuring,
   Where down the cypresses I sadly go,
   Through deepening twilight, lest the faint winds know
The secret of some tender little thing
That haunts and haunts me, and they tell it all--
   All, all my sorrows and ambitious, too.
For these 'oercome me; these, through dreamy fall,
   Keep calling, calling; beckoning, as to you:
'Up! Sing the song! Men shall forget your race,
Nor blush to keep the image of your face.'",May,1913,The Crisis,W.E.B. Du Bois,Sonnet,male,"Race, Music",,New York,Predom. Black,https://scalar.lehigh.edu/african-american-poetry-a-digital-anthology/james-d-corrothers-author-page,,,,,,,,,,,,,,,,,
The Road to the Bow,James D. Corrothers,Corrothers,"Ever and ever and anon,
After the black storm, the eternal, beautous bow!
Brother, to rosy-painted mists that arch beyond,
Blithely I go.

My brown men laurled and my lyre
Twined with immortal ivy for one little rippling song;
My “House of Golden Leaves” they praised and “passionate fire”--
But, friend, the way is long!

Onward and onward, up! away!
Though Fear all his banners in my face,
And my feet stumble, lo! The Orphean day!
Forward by God’s grace!

These signs are still before me: “Fear”
“Danger”, “Unprecedented” and I hear black “No”
Still thundering and “Churl.” Good Friend,
I rest me here–
Then to the glittering bow!

Loometh and cometh Hate in wrath,
Mailed Wrong, swart Servitutde and Shame, with bitter rue,
Nathless a Negro poet’s feet must tread the path 
The winged god knew.

Thus, my true Brother, dream-led, I
Forefend the anathema, following the span.
I hold my head as proudly high 
As any man.
",January,1913,The Crisis,W.E.B. Du Bois,,male,"Haiti, Race, Caribbean",,New York,Predom. Black,https://scalar.lehigh.edu/african-american-poetry-a-digital-anthology/james-d-corrothers-author-page,,,,,,,,,,,,,,,,,
At the Closed Gate of Justice,James D. Corrothers,Corrothers,"To be a Negro in a day like this
  Demands forgiveness. Bruised with blow on blow,
Betrayed, like him whose woe dimmed eyes gave bliss
  Still must one succor those who brought one low,
To be a Negro in a day like this.

To be a Negro in a day like this
  Demands rare patience--patience that can wait
In utter darkness. 'Tis the path to miss,
  And knock, unheeded, at an iron gate,
To be a Negro in a day like this.

To be a Negro in a day like this
  Demands strange loyalty. We serve a flag
Which is to us white freedom's emphasis.
  Ah! one must love when Truth and Justice lag,
To be a Negro in a day like this.

To be a Negro in a day like this--
  Alas! Lord God, what evil have we done?
Still shines the gate, all gold and amethyst,
  But I pass by, the glorious goal unwon,
""Merely a Negro""--in a day like this!
",October,1913,The Crisis,W.E.B. Du Bois,,male,"Racism, Patriotism",,New York,Predom. Black,https://scalar.lehigh.edu/african-american-poetry-a-digital-anthology/james-d-corrothers-author-page,,,,,,,,,,,,,,,,,
Easter-Emancipation 1863-1913/ Children of the Moon,W.E.B. Du Bois,Du Bois,"I am dead;
Yet somehow, somewhere,
In Time's weird contradiction, I 
May tell of that dread deed, wherewith
I brought to Children of the Moon 
Freedom and vast salvation.

I was a woman born
And trod that streaming street
That ebbs and flows from Harlem's hills
Thro' caves and canyons limned in light
Down to the twisting sea.

That night of nights
I stood alone and at the End
Until the sudden highway to the Moon,
Golden in splendor,
Became too real to doubt.

Dimly I set foot upon the air;
I fled, I flew, thro' thrills of light,
With all about, above, below the whirring
Of almighty wings. I found a twilight land
Where, hardly hid, the sun
Sent softly saddened rays of
Red and brown to burn the iron earth
And bathe the snow-white peaks
In mighty splendor.

Black were the men,
Hard haired and silent slow,
Moving as shadows
Bending with face of fear to earthward;
And women there were none.

""Woman, woman, woman!""
I cried in mounting terror.
""Woman and Child!""
And the cry sang back
Thro' Heaven with the
Whirring of almighty wings.

Wings, wings, endless wings,
Heaven and earth are wings;
Wings that flutter, furl and fold,
Always folding and unfolding,
Ever folding yet again;
Wings, veiling some vast
And veiled face,
In blazing blackness,
Behind the folding and unfolding,
The rolling and unrolling of
Almighty wings!

I saw the black men huddle
Fumed in fear, falling face downward;
Vainly I clutched and clawed,
Dumbly they cringed and cowered,
Moaning in mournful monotone:
   O Freedom, O Freedom,
   O Freedom over me;
   Before I'll be a slave
   I'll be buried in my grave
   And go home to my God
   And be free.

It was as angel music
From the dead,
And ever, as they sang,
The winged Thing of wings, filling all Heaven,
Folding and unfolding, and folding yet again,
Tore out their blood and entrails
'Til I screamed in utter terror
And a silence came:
A silence and the wailing of a babe

Then at last I saw and shamed;
I knew how these dumb dark and dusky things
Had given blood and life
To fend the caves of underground
The great black caves of utter night
Where earth lay full of mothers
And their babes.

Little children sobbing in darkness.
Little children crying in silent pain.
Little mothers rocking and groping and struggling,
Digging and delving and groveling
Amid the dying-dead and dead-in-life.
And drip and dripping of warm, wet blood
Far, far beneath the wings.
The folding and unfolding of almighty wings.

I bent with tears and pitying hands
Above these dusky star-eyed children.
Crinkly haired, with sweet-sad baby voices
Pleading low for light and love and living— And I crooned:

   Little children weeping there,
   God shall find thy faces fair;
   Guerdon for thy deep distress.
   He shall send His tenderness;
   For the tripping of thy feet
   Make a mystic music sweet
   In the darkness of thy hair;
   Light and laughter in the air—
   Little children weeping there.
   God shall find thy faces fair!

I strode above the stricken bleeding men.
The rampart 'ranged against the skies.
And shouted:
""Up I say, build and slay;
Fight face foremost, force a way,
Unloose, unfetter and unbind;
Be men and free.""

Dumbly they shrank
Muttering they pointed toward that peak
Than vastness vaster,
Whereon a darkness brooded,
""Who shall look and live,"" they sighed;
And I sensed
The folding and unfolding of almighty wings

Yet did we build of iron, bricks and blood;
We built a day, a year, a thousand years.
Blood was the mortar,blood and tears
And, ah, the Thing, the Thing of wings,
The winged folding wing of Things,
Did furnish much mad mortar
For that tower.

Slow and ever slower rose the towering task
And with it rose the sun.
Until at last on one wild day,
Wind-whirled, cloud-swept and terrible.
I stood beneath the burning shadow
Of the peak.
Beneath the whirring of almighty wings
While downward from my feet
Streamed the long line of dusky faces
And the wail of little children sobbing under
Earth.

""Freedom! "" I cried.
""Freedom! "" cried Heaven, Earth and Stars,
And a Voice near-far
Amid the folding and unfolding of Almighty wings
Answered ""I am Freedom—
Who sees my face is free—
He and his.""

I dared not look;
Downward I glanced on deep bowed heads and closed eyes,
Outward I gazed on flecked and flaming blue—
But ever onward, upward flew
The sobbing of small voices;
Down, down, far down into the night.

Slowly I lifted livid limbs aloft;
Upward I strove:
The Face, the Face ;
Onward I reeled:
The Face, the Face!
To Beauty wonderful as sudden death
Or horror horrible as endless life—
Up! Up! the blood-built way
(Shadow grow vaster!
Terror come faster!)
Up ! Up to the blazing blackness
Of one veiled face
And endless folding and unfolding,
Rolling and unrolling of Almighty wings:
The last step stood!
The last dim cry of pain
Fluttered across the stars—
And then—

Wings, wings, triumphant wings,
Lifting and lowering, waxing and waning,
Swinging and swaying, twirling and whirling,
Whispering and screaming, streaming and gleaming,
Spreading and sweeping and shading and flaming—
Wings, wings, eternal wings,
'Til the hot red blood Flood fleeing flood,
Thundered thro' Heaven and mine ears
While all across a purple sky
The last vast pinion
Trembled to unfold.

I rose upon the Mountain of the Moon;
I felt the blazing glory of the Sun.
I heard the Song of Children crying ""Free!""
I saw the Face of Freedom—
And I died.
",April,1913,The Crisis,W.E.B. Du Bois,,male,"Motherhood, Religion, Slavery",Darkwater: Voices Within the Veil,New York,Predom. Black,https://www.poetryfoundation.org/poets/w-e-b-du-bois,,,,,,,,,,,,,,,,,
